#Emin [GeV]   Emax [GeV]   Ecenter [GeV]  E^2dN/dE [GeV cm^-2 s^-1] E^2dN/dE_StatError [GeV cm^-2 s^-1] E^2dN/dE_SystError [GeV cm^-2 s^-1]
0.6667607 0.8891397 0.7699632515710019 8.146884983666297e-08 1.4818712076605952e-08 2.2812358692372375e-08
0.8891397 1.1856900000000001 1.0267638729975848 6.820755548947821e-08 1.1617878379547683e-08 2.8979088579293095e-09
1.1856900000000001 1.581139 1.369211707848717 7.104661457155588e-08 7.994463741625865e-09 1.2909155869147347e-09
1.581139 2.108482 1.825870510468363 8.543952784468485e-08 7.298985040440575e-09 8.928694851436719e-10
2.108482 2.8117069999999997 2.4348374891918354 8.464495085758375e-08 8.519211196752627e-09 6.766960104209635e-10
2.8117069999999997 3.749471 3.2469083536492063 8.011774849355883e-08 7.655219878170247e-09 6.907352566168561e-10
3.749471 5.0 4.329821589857947 5.716759378964555e-08 5.96708454427001e-09 6.308139538032332e-10
5.0 6.667607 5.773909853816563 5.257918507586912e-08 7.046961649481475e-09 5.346179824051e-10
6.667607 8.891397000000001 7.69963251571002 4.928196005215818e-08 6.560779816131449e-09 2.5506909260762177e-09
8.891397000000001 11.85687 10.267625740520057 3.492924817248036e-08 5.198198675578794e-09 2.5258068039547696e-10
11.85687 15.811390000000001 13.692099756768501 3.2025069991052215e-08 5.698943034475783e-09 5.238294082052025e-10
15.811390000000001 21.084830000000004 18.258709434505498 2.453846480076133e-08 6.512768590475535e-09 4.2817178356214893e-10
21.084830000000004 28.117070000000002 24.34838066582868 2.045904153621939e-08 4.620956730441858e-09 2.77792470477474e-10
28.117070000000002 37.49471 32.469083536492064 2.6122029733519723e-08 5.840276388279146e-09 2.0584159316620669e-10
37.49471 158.1139 76.99632996103776 1.650875109576001e-08 2.795562494241309e-09 3.5264146742666016e-10
